No Weight
Ch.#,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
63,11/27/2020,10:58:25 AM,"",17.062,18.282,24.093,34.08,36.518,39.129,45.085,61.716,66.13,70.859,81.166,87.164,94.815,104.63,112.13,120.4,127.16,126.34,131.1,135.21,130.39,126.4,123.67,127.24,124.97,117.28,107.45,108.23,97.626,95.497,99.665,91.74,87.041,79.464,86.001,76.849,71.84,72.422,69.067,60.361,55.432,54.898,49.807,54.72,42.951,46.482,43.889,40.447,35.524,41.608,34.084,34.027,31.253,29.305,27.698,21.758,19.967,18.407,14.799,15.211,10.363,9.659,5.3662,5.9999,3.963,2.9929,2.9336,1.8733,0.24163,0.3574,0.3574,0.3574,0,0.1787,0,0.097582,0.081116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,11/27/2020,10:58:35 AM,"",17.222,18.453,25.709,38.444,41.193,44.139,49.323,61.457,65.852,70.562,83.682,89.964,97.841,107.92,115.08,117.79,124.33,123.14,127.46,131.06,124.4,126.27,126.09,122.62,119.83,118.42,111.45,104.39,96.455,93.708,91.884,91.02,84.833,83.892,72.439,73.701,68.092,65.808,60.334,57.037,52.894,52.936,49.324,50.118,41.185,47.155,39.658,37.765,34.875,37.058,35.198,31.229,29.931,25.746,24.37,25.584,18.428,18.748,12.429,12.991,11.249,9.1109,5.1959,6.011,4.22,3.4057,2.2028,1.2195,1.4925,0.7148,0.69626,0.37593,0,0.7148,0.1787,0,0,0,0.1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,11/27/2020,10:58:45 AM,"",17.148,18.374,25.491,37.965,40.68,43.59,48.864,61.518,65.918,70.632,82.119,88.229,95.331,103.84,110.84,114.52,121.19,121.67,125.74,129.03,117.43,120.25,122.67,122.98,121.73,116.18,110.14,110.17,97.77,95.359,95.377,80.63,77.898,80.915,72.976,69.479,67.061,63.829,62.081,56.274,51.104,54.89,45.286,50.279,46.609,42.287,42.053,39.027,34.068,31.172,31.509,34.29,24.911,27.629,22.619,19.493,19.936,17.07,13.167,11.522,8.3869,7.8337,4.8309,3.7207,4.4192,3.8016,1.5234,1.3963,1.646,1.2185,0,0.28809,0.085088,0.18659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,11/27/2020,10:58:55 AM,"",17.281,18.517,26.091,39.427,42.247,45.268,50.622,63.227,67.749,72.594,87.854,94.508,102.34,111.95,119.19,120.19,126.48,123.17,125.46,126.4,124.56,124.73,121.51,115.99,120.16,110.13,101.35,98.374,91.335,92.131,86.635,79.342,72.385,71.329,66.508,69.787,59.646,57.853,56.88,53.603,48.565,46.812,50.97,42.668,40.552,42.212,40.629,34.733,41.016,35.317,32.666,30.969,27.298,21.489,21.98,21.151,17.675,16.44,15.107,14.39,11.243,8.0651,5.6731,4.5518,3.5475,2.1692,2.8772,0.97596,0.77465,0.8804,0.18756,0,0,0,0,0.17799,0,0,0.17799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,11/27/2020,10:59:05 AM,"",17.349,18.59,25.572,37.776,40.477,43.372,48.306,59.54,63.798,68.361,84.098,90.511,99.111,110.74,117.83,117.97,124.41,122.62,126.81,130.22,127.55,126.59,123.48,119.81,117.81,97.908,100.15,95.836,95.481,85.168,86.178,82.187,76.382,68.03,73.218,67.136,61.094,60.095,59.608,54.611,54.266,43.626,47.407,45.511,42.64,39.235,37.342,36.792,32.653,31.343,31.194,31.555,29.818,24.698,23.656,19.558,19.514,15.446,13.855,10.949,9.8546,7.4445,5.4475,3.3406,4.7351,3.4944,3.365,1.251,1.6398,0.5361,0,0.1787,0.43618,0.099923,0,0,0,0.1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,11/27/2020,10:59:15 AM,"",16.784,17.984,24.267,35.174,37.689,40.385,46.183,61.841,66.264,71.003,85.253,91.688,99.002,107.7,114.48,113.58,120.02,119.57,120.14,118.91,116.15,120.47,121.52,116.57,115.29,105.1,99.17,93.198,88.421,83.382,82.624,81.493,75.755,74.522,70.269,65.618,61.355,58.047,53.191,53.618,44.27,47.488,44.449,45.961,42.553,38.664,33.388,38.419,34.054,34.584,28.672,29.44,22.226,21.43,26.583,19.959,20.105,15.953,13.208,9.1519,10.734,7.5427,7.1243,5.6562,4.1152,2.1416,2.11,2.0788,0.62967,0.17846,1.2737,0.6894,0,0.17846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,11/27/2020,10:59:25 AM,"",16.36,17.53,24.934,38.004,40.722,43.635,49.005,62.065,66.504,71.26,84.834,91.213,96.387,100.4,107.61,115.63,121.13,114.91,122.2,129.79,121.19,120.6,117.36,110.73,105.23,104,97.908,94.919,86.313,85.592,87.517,77.613,73.515,67.584,62.379,61.197,63.201,60.465,53.423,57.554,51.688,42.544,41.407,37.51,40.151,40.132,31.908,33.704,34.094,29.928,26.347,29.15,25.157,21.918,21.112,21.737,20.445,15.218,13.416,9.2829,8.2286,7.0798,4.7795,4.8002,4.608,1.9955,3.0339,1.1377,1.6147,0.34918,0.54787,0.3258,0.21243,0.17941,0,0,0.17941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,11/27/2020,10:59:35 AM,"",16.688,17.882,25.481,38.903,41.686,44.667,50.683,66.292,71.033,76.113,89.251,95.917,102.41,108.95,115.38,110.17,116.78,118.33,120.51,121.4,126.17,124.68,120.63,116.25,109.85,103.08,94.285,94.387,86.384,81.174,73.596,79.318,75.326,66.838,59.865,58.738,56.095,50.44,52.034,53.546,46.186,42.114,39.076,40.971,37.992,37.313,39.366,34.162,34.206,27.607,28.559,29.477,23.66,22.671,19.575,17.407,16.842,10.313,14.601,12.061,10.102,6.3092,6.3799,4.25,3.9262,2.32,2.1394,0.71601,1.648,0.31505,0.89232,0.17846,0.51427,0.19958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,11/27/2020,10:59:45 AM,"",16.844,18.049,26.118,40.425,43.316,46.414,51.405,62.181,66.628,71.393,77.717,83.32,90.829,100.64,107.5,111.9,117.86,115.36,120.93,126.28,120.74,113.02,108.41,114.75,110.33,104.65,85.138,83.968,84.601,82.593,79.386,72.263,68.97,65.078,62.046,62.169,60.576,51.868,44.689,47.044,42.463,36.103,42.969,44.42,41.112,35.111,35.068,35.369,30.064,28.743,32.263,23.242,22.856,22.03,18.54,17.068,13.388,13.477,14.056,10.329,9.3549,5.6276,3.2954,4.7869,4.9456,2.7058,1.3619,1.6661,0.87415,1.4666,0.76324,0.74327,0.26773,0.28972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,11/27/2020,10:59:55 AM,"",17.724,18.992,25.617,37.117,39.771,42.616,48.581,64.443,69.052,73.991,80.887,86.731,94.574,104.84,112.23,119.11,124.98,119.68,120.91,120.53,118.92,118.01,114.15,108.81,109.23,93.815,91.433,82.045,78.919,78.569,77.388,68.093,65.416,63.209,60.923,60.24,50.572,42.723,45.278,44.028,44.729,41.83,36.528,35.709,32.312,39.926,32.814,33.53,28.369,25.541,26.198,24.954,23.353,22.412,21.366,20.189,17.662,13.804,12.445,9.4093,9.9961,6.5048,6.5647,4.7774,2.7157,2.3261,0.65465,1.1347,0.35787,0.5368,0.71574,0.17893,0.15776,0.021175,0,0.35787,0,0,0,0.17893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,11/27/2020,11:00:05 AM,"",16.434,17.61,24.048,35.274,37.797,40.5,46.718,64.165,68.754,73.672,83.575,89.723,94.645,98.219,105,110.06,117.06,120.77,119.9,116.76,114.04,114.69,113.48,110.03,103.4,94.04,91.055,88.252,84.403,75.699,71.658,65.473,64.952,62.041,61.033,60.777,54.796,48.718,45.723,46.11,40.161,43.464,36.073,41.005,35.701,33.89,39.244,34.35,31.43,26.129,24.882,23.947,21.096,18.212,16.366,20.269,15.422,13.602,10.683,12.449,7.3797,6.8411,4.0845,4.8155,3.1915,3.4378,1.3722,1.2523,1.6757,0.53752,0.35834,0.17917,0,0.17917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,11/27/2020,11:00:15 AM,"",16.368,17.539,24.174,35.778,38.337,41.078,46.381,59.742,64.014,68.592,83.86,90.238,95.404,99.473,106.4,112.15,118.19,116.01,118.41,119.62,114.95,115.7,114.98,112.46,107.77,103.55,86.513,88.716,80.84,76.819,68.762,65.311,62.631,61.672,59.437,49.774,50.962,48.649,42.295,47.496,43.177,40.345,40.371,31.928,32.364,31.52,32.986,27.771,28.075,27.358,25.825,21.071,20.538,24.119,18.431,16.206,16.029,11.453,9.656,10.519,10.212,7.289,4.4356,4.5897,4.1873,1.6997,2.4886,1.0352,0.38682,0.71103,0.35552,0.62997,0.081062,0,0.17776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,11/27/2020,11:00:25 AM,"",14.583,15.626,21.624,32.127,34.425,36.887,42.807,59.803,64.08,68.663,80.266,86.253,93.183,101.48,108.07,109.27,115.53,115.48,116.33,115.52,113.64,115.31,114.03,108.66,104.34,92.397,93.187,86.493,81.046,72.537,71.253,67.435,62.781,61.038,54.698,49.353,51.93,49.4,44.015,43.014,40.681,37.033,35.44,39.712,32.954,30.2,29.59,34.891,26.877,24.286,25.235,23.122,17.632,19.822,17.866,16.385,17.673,12.137,12.262,11.822,8.1181,6.4452,6.4818,3.9411,3.8849,1.8638,1.5555,0.83303,0.79929,0.39547,0.0096523,0,0.17965,0,0.17965,0.17965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,11/27/2020,11:00:35 AM,"",17.979,19.265,25.571,36.444,39.05,41.843,47.552,62.491,66.96,71.749,80.355,86.23,92.84,100.43,107.49,114.04,120.3,118.75,123.15,126.91,112.91,110.16,108.08,107.79,100.17,94.23,87.655,78.818,75.543,76.214,69.324,66.928,66.508,63.636,59.331,54.314,43.961,45.049,50.294,42.3,40.601,38.041,36.789,34.07,34.829,30.635,31.889,28.107,26.667,28.036,24.058,21.963,22.149,17.651,18.372,14.004,12.945,9.1389,11.608,10.548,8.1924,5.0723,6.279,3.385,3.2486,1.4391,1.0179,1.2889,0.93111,0.53966,0,0.71955,0.35977,0,0,0,0,0.17989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,11/27/2020,11:00:45 AM,"",17.3,18.537,25.721,38.311,41.051,43.987,48.959,60.216,64.522,69.137,83.066,89.338,95.269,101.1,108.06,113.08,119.4,118.42,117.07,113.35,112.55,110.78,106.74,102.29,99.851,94.415,84.479,81.127,73.368,69.141,67.744,70.865,65.356,54.871,53.164,49.02,48.599,48.811,43.147,46.823,38.346,37.791,34.6,31.31,34.713,32.496,23.329,24.568,22.286,20.99,18.683,23.433,20.784,20.434,16.039,15.918,13.691,13.025,12.076,9.334,8.1582,5.2796,4.3961,4.2572,3.1045,1.7443,1.7972,0.74228,1.9699,0.14241,0.74429,0.18607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,11/27/2020,11:00:55 AM,"",18.22,19.523,25.835,36.705,39.33,42.143,48.057,63.808,68.372,73.262,85.518,91.893,97.635,102.84,109.25,107.65,114.05,115.23,116.84,117.01,110.68,106.34,103.01,104.8,100.24,89.484,85.765,83.204,75.863,72.519,63.504,61.248,61.072,54.518,55.021,47.463,47.36,48.026,43.453,42.215,37.609,37.06,37.047,32.774,34.317,28.803,26.329,30.386,24.922,27.652,21.152,19.576,23.646,18.97,17.448,13.309,16.262,15.453,10.916,9.009,8.9456,8.4119,6.3968,3.7262,3.9481,2.6206,0.93726,0.89232,1.4696,0.31505,0.17846,0.35693,0.17846,0,0,0.17846,0,0,0,0.17846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,11/27/2020,11:01:05 AM,"",16.316,17.483,24.02,35.441,37.976,40.692,45.633,57.522,61.636,66.044,82.693,89.046,94.464,99.188,105.49,105.17,112.21,117.66,116.77,113.66,105.92,103.45,103.68,109.39,100.14,87.295,84.792,82.255,72.706,70.715,64.109,60.901,60.143,52.609,49.715,53.655,48.59,42.74,41.876,38.71,43.274,33.979,33.024,34.772,33.988,29.99,25.475,25.31,28.228,24.291,24.624,22.796,21.756,17.605,16.221,14.452,12.873,14.432,10.045,8.3594,8.5736,5.2158,4.6307,4.736,2.8059,1.8041,1.2023,0.91856,0.90844,1.2931,0.33797,0.19671,0.15714,0.37755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,11/27/2020,11:01:15 AM,"",15.774,16.902,23.142,34.03,36.464,39.071,44.208,57.315,61.414,65.807,79.734,85.776,91.252,96.372,103.15,109.39,114.7,109.41,110.55,110.23,111.48,106,99.989,98.622,93.363,89.195,82.822,79.154,65.611,64.228,60.092,55.633,54.988,50.814,49.116,48.382,43.665,47.553,40.419,40.821,36.175,31.333,32.394,32.041,28.8,31.174,27.045,22.088,22.007,21.481,23.493,19.8,18.408,17.395,19.13,13.519,15.39,11.44,8.8869,9.101,6.8489,6.0958,5.3106,2.4732,4.0992,1.4258,1.7214,0.9206,0.65336,0.26917,0,0.17823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,11/27/2020,11:01:25 AM,"",17.013,18.23,24.84,36.356,38.956,41.742,46.799,58.943,63.159,67.676,81.945,88.153,92.855,96.07,102.7,107.71,113.5,111.34,111.32,109.44,106.18,105.04,104.96,107.74,99.148,95.031,84.537,79.302,79.221,70.364,62.235,58.796,58.42,51.43,46.614,52.283,47.571,43.952,42.478,36.269,37.707,32.515,31.281,32.466,26.285,28.622,23.138,26.87,25.478,22.075,20.28,21.563,19.449,21.679,20.856,16.309,10.835,11.174,9.0588,6.9151,9.7363,4.6627,6.688,1.7543,3.5383,1.2759,0.88763,0.17753,0.17753,0,0.67328,0.036823,0.35505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,11/27/2020,11:01:35 AM,"",16.167,17.324,24.702,37.736,40.435,43.327,48.706,61.871,66.296,71.038,81.542,87.574,93.446,99.293,105.66,105.99,112.08,112.08,112.52,111.23,107.79,103.79,99.945,99.506,91.46,92.658,80.099,72.576,64.665,61.44,61.889,64.227,54.885,53.268,50.45,47.953,46.169,33.729,39.913,34.618,33.072,31.648,28.537,30.424,27.175,27.844,24.912,25.203,23.548,24.548,21.669,19.804,15.74,18.249,17.075,12.483,12.877,8.581,9.5285,10.873,8.142,6.6824,4.4116,3.1839,2.9815,1.5402,1.2072,0.83056,0.95643,0,0.79488,0.27732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,11/27/2020,11:01:45 AM,"",14.872,15.935,22.017,32.663,34.999,37.502,42.741,56.655,60.707,65.049,76.76,82.51,88.513,95.061,101.74,107.83,113.27,109.17,108.98,106.92,108.26,107.65,104.64,99.941,93.13,80.756,78.666,75.834,71.399,66.239,63.08,55.641,51.873,47.298,46.322,46.617,38.489,36.006,34.279,33.727,32.801,31.752,29.476,28.515,28.344,27.397,25.279,22.828,23.773,20.681,23.561,22.786,17.864,15.548,17.885,14.548,15.41,10.206,9.2592,10.932,6.2531,5.9872,2.4014,3.5124,1.3025,2.3721,1.2859,0.96113,0.59099,0.37215,0.18607,0,0.18607,0.18607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,11/27/2020,11:01:55 AM,"",15.485,16.592,22.802,33.653,36.06,38.639,43.978,58.062,62.214,66.664,76.863,82.56,89.933,99.503,105.34,100.27,105.94,105.5,106.59,106.27,104.59,105.33,102.53,95.09,90.25,81.482,79.734,74.427,76.37,66.346,59.162,58.349,49.301,49.572,45.743,42.985,40.506,37.526,38.451,29.964,32.827,28.34,32.477,25.798,27.27,27.088,25.589,22.331,21.395,21.52,22.751,19.816,19.159,14.431,18.574,15.193,9.9372,9.2285,11.061,8.4206,8.7903,4.696,4.9517,4.2945,2.0802,1.9902,0.67026,1.522,0.62444,0.44917,0.17894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,11/27/2020,11:02:05 AM,"",15.881,17.016,23.527,34.925,37.422,40.099,45.577,59.924,64.209,68.802,77.651,83.349,87.679,90.464,97.343,108.35,112.71,102.57,104.31,104.88,103.27,103.12,98.732,89.69,88.584,84.208,74.612,73.065,61.053,60.476,59.442,51.954,55.075,45.577,48.303,44.453,41.39,36.103,32.22,34.363,28.7,33.72,29.655,25.62,25.171,24.726,22.864,24.753,22.467,24.994,19.333,17.33,18.581,14.099,16.515,17.232,13.225,7.7282,11.668,10.85,6.3375,5.2126,4.0576,3.1714,2.4691,2.6136,1.4235,0.98004,0.71197,0.52442,0.0095635,0.17799,0,0.17799,0.17799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,11/27/2020,11:02:15 AM,"",14.709,15.761,22.737,35.099,37.61,40.299,46.178,62.207,66.656,71.424,74.575,79.837,86.929,96.1,102.3,103.01,108.53,106.37,107.54,107.29,100.24,99.697,98.118,95.104,87.269,83.342,73.219,70.75,62.322,59.232,59.189,55.527,52.016,52.668,46.743,43.151,39.511,35.634,33.072,34.704,31.725,29.804,27.075,26.417,27.089,25.421,23.734,25.925,24.261,18.934,23.539,21.199,15.349,14.707,14.56,15.508,12.071,11.023,9.5381,6.6825,6.7594,6.3872,4.6122,1.9179,2.4262,1.0855,2.4079,0.79687,0.38581,0.17729,0.25675,0.097841,0.17729,0.17363,0.0036619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,11/27/2020,11:02:25 AM,"",18.588,19.918,25.932,36.212,38.801,41.576,47.233,62.005,66.44,71.191,83.072,89.263,91.976,90.707,97.236,104.6,109.38,102.7,103.9,103.77,104.06,100.25,94.919,91.115,84.992,82.609,73.837,69.705,63.191,59.165,56.003,51.255,48.571,48.028,41.03,36.361,37.574,30.332,29.938,31.384,35.852,29.341,30.223,23.83,24.083,27.917,24.096,24.317,22.483,19.143,18.39,17.903,17.719,14.664,15.252,15.664,11.115,10.415,9.4688,7.489,6.8724,4.3344,4.247,1.7677,2.8735,1.4315,1.4315,0.68423,0.92619,0.17894,0.53681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,11/27/2020,11:02:35 AM,"",16.519,17.7,24.402,36.124,38.708,41.476,46.372,57.881,62.021,66.457,79.469,85.456,90.37,94.274,100.15,98.785,104.63,105.56,105.43,103.51,98.45,99.043,97.045,91.166,85.938,79.326,74.024,67.72,57.048,57.696,52.933,54.106,50.694,44.009,37.973,39.714,39.614,37.195,34.593,28.368,28.458,32.386,26.492,26.917,28.593,22.623,22.5,23.152,21.774,21.558,19.005,16.869,16.288,17.877,16.457,14.328,11.626,9.4467,9.1333,6.6965,6.8557,5.2611,4.0237,3.0057,1.272,2.8142,1.1466,0.32798,0.62362,0.98468,0.1787,0,0.1787,0,0,0.097583,0.081117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,11/27/2020,11:02:45 AM,"",16.201,17.36,22.708,31.867,34.146,36.588,42.385,58.92,63.134,67.649,78.088,83.879,88.844,92.986,98.856,98.206,103.29,100.26,100.94,100.16,92.976,91.277,90.303,90.699,79.67,79.431,76.079,73.712,61.128,58.504,54.657,53.25,47.635,42.688,39.277,39.297,35.07,31.885,33.071,35.07,27.993,28.141,31.314,28.772,22.076,25.719,23.313,19.878,20.285,18.635,18.179,20.296,16.295,16.311,12.874,12.712,13.985,9.0093,10.643,8.6751,6.2497,6.8331,4.4204,2.9414,3.2528,1.361,1.8759,1.229,0.12288,0.094165,0.18455,0.55365,0.3691,0.17692,0.0076236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,11/27/2020,11:02:55 AM,"",15.269,16.361,22.677,33.742,36.155,38.741,44.574,60.765,65.11,69.767,80.945,86.961,91.978,95.987,101.82,98.906,103.45,97.263,98.476,98.444,96.305,95.67,91.685,84.757,85.459,81.657,73.947,67.022,56.759,53.07,50.443,51.002,46.584,41.127,37.364,39.686,37.03,38.643,33.741,29.289,28.51,29.431,25.952,24.879,24.681,24.11,22.305,22.497,18.804,16.264,18.139,16.959,16.024,13.432,13.588,12.065,10.493,7.2652,8.4553,7.7907,5.8421,4.8757,3.9301,3.0278,4.0928,1.6483,1.4353,0.35882,1.0765,0,0,0.17941,0.17941,0.17941,0,0,0,0,0.17941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,11/27/2020,11:03:05 AM,"",14.146,15.158,21.062,31.414,33.661,36.068,42.013,59.308,63.55,68.095,76.616,82.23,88.479,95.593,101.57,100.35,104.81,97.678,99.646,100.59,95.981,93.974,91.531,90.552,87.122,80.004,66.783,67.026,62.332,54.565,55.004,48.117,49.354,47.062,35.962,37.369,32.258,37.474,33.383,30.119,30.251,31.359,25.789,23.271,23.846,24.959,23.794,17.757,18.503,19.879,15.871,14.752,15.304,15.928,10.399,11.588,10.738,11.477,11.713,7.346,7.0044,5.7532,4.6783,3.1643,2.5099,2.5453,1.1355,1.1652,0.56982,0.35882,0.53823,0.17941,0,0,0.17941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,11/27/2020,11:03:15 AM,"",17.043,18.262,24.693,35.865,38.43,41.179,47.084,63.022,67.529,72.359,76.051,81.435,86.622,91.456,97.239,96.699,102.1,101.28,103.98,105.81,98.497,94.532,87.815,80.516,81.678,77.999,67.982,62.916,61.498,59.468,60.337,42.712,44.779,39.932,42.422,35.989,34.554,34.173,34.121,33.332,29.163,23.042,23.5,23.357,23.413,20.474,17.792,19.649,18.96,19.713,19.117,17.757,11.75,14.247,11.858,13.419,11.849,8.4631,8.1959,6.8845,6.7264,4.0162,4.7595,1.6125,1.7246,1.6796,0.41734,0.12017,0.17917,0.35834,0.61781,0.27805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,11/27/2020,11:03:25 AM,"",14.953,16.023,22.564,34.08,36.518,39.13,43.926,55.55,59.523,63.78,74.011,79.513,84.491,89.019,94.655,94.193,99.501,98.946,98.756,96.867,97.502,93.841,88.863,86.226,84.063,73.876,63.968,58.286,60.204,55.631,53.307,51.082,47.295,46.105,40.177,39.844,39.144,32.503,33.522,31.493,25.613,26.597,25.361,26.413,24.724,22.93,23.445,20.451,17.52,18.281,17.115,17.865,16.241,11.335,13.751,12.074,11.304,7.7367,5.766,5.9072,7.7847,5.0157,3.923,2.8376,1.7641,2.1779,0.95234,0.77172,0.15045,0.25068,0.019203,0,0,0.3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,11/27/2020,11:03:35 AM,"",14.295,15.318,21.91,33.565,35.966,38.538,43.445,55.684,59.667,63.934,72.262,77.568,83.921,91.645,97.018,92.272,97.235,95.41,98.373,100.65,96.586,93.943,91.253,90.012,79.305,80.057,68.008,62.538,58.74,54.918,50.65,46.447,40.311,44.202,38.38,34.672,34.802,32.662,30.949,25.023,25.49,24.965,23.727,20.972,19.603,23.028,19.401,18.836,19.889,17.884,17.291,15.756,14.023,12.344,13.543,10.99,9.141,11.524,8.2046,5.7866,3.3203,6.0725,4.8102,3.5372,1.9842,1.7397,0.63912,1.012,0.35693,0,0.89233,0,0.17847,0.17847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,11/27/2020,11:03:45 AM,"",14.625,15.671,21.623,32.036,34.328,36.783,42.239,57.258,61.353,65.741,76.315,81.989,86.891,91.049,96.693,95.026,99.977,97.22,98.676,98.961,91.898,88.695,84.598,82.011,81.389,68.938,62.973,61.435,56.356,49.516,45.968,44.574,35.41,35.155,35.696,38.104,32.972,33.466,33.139,27.621,27.715,25.238,25.86,20.792,20.239,17.622,20.347,18.239,19.122,18.316,15.72,15.074,15.88,11.585,13.831,13.238,8.4041,10.415,7.7962,8.6315,4.3163,4.3332,2.8802,2.177,1.7092,3.146,0.40058,0.33965,0,0.36017,0.17581,0.019193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,11/27/2020,11:03:55 AM,"",16.061,17.209,23.477,34.401,36.862,39.498,44.869,58.893,63.105,67.618,79.736,85.707,91.837,98.405,103.99,97.023,102.9,104.56,102.39,97.828,91.151,91.505,89.015,82.251,79.074,75.753,68.968,62.805,55.686,55.411,53.956,45.448,41.127,38.204,38.241,33.458,27.274,30.265,30.544,27.789,27.412,27.7,27.959,25.385,20.592,18.506,18.562,21.42,17.88,17.151,16.062,13.285,11.922,12.883,12.755,10.778,10.961,9.2885,7.5662,7.9881,5.4298,4.3066,3.9282,2.3046,2.2362,0.63734,1.2526,0.47379,0.68747,0.27024,0,0.17894,0,0,0,0,0,0.17894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,11/27/2020,11:04:05 AM,"",14.5,15.537,22.191,33.952,36.38,38.982,43.606,54.525,58.424,62.603,76.485,82.302,90.504,101.93,107.12,94.035,98.566,93.839,95.565,96.257,91.298,83.676,76.768,76.576,72.615,67.126,63.935,58.598,53.649,51.513,45.634,39.132,36.979,38.523,38.941,34.317,33.65,32.425,29.32,26.265,23.509,23.386,23.77,22.556,21.215,22.082,20.93,21.47,20.394,14.698,16.237,18.435,12.562,14.629,14.097,10.206,9.6203,8.8053,7.1178,7.6288,5.6293,2.4915,2.1388,3.1976,2.7954,2.7402,1.9605,1.0066,1.1321,0,0.89115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,11/27/2020,11:04:15 AM,"",16.019,17.164,24.432,37.264,39.929,42.785,47.415,57.474,61.585,65.989,73.836,79.231,85.676,93.466,99.277,97.729,102.34,96.883,97.2,96.004,89.877,89.086,85.307,77.391,70.965,66.101,64.078,61.186,57.678,58.11,48.952,45.007,41.253,36.924,38.32,34.345,30.691,28.3,28.795,34.472,29.469,28.4,26.618,19.951,20.935,20.648,17.812,19.127,17.401,18.175,17.47,14.657,13.016,12.388,11.633,10.17,8.2839,6.561,8.0775,6.0915,4.8996,5.028,4.2191,3.5337,2.6769,0.8888,0.79885,1.8363,0.38682,0.16821,0.36507,0.096698,0.081063,0,0,0,0,0,0,0.17776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
